datetime,low,high,open,close,volumefrom,volumeto,close_12_ema,close_26_ema,macd,macds,macdh
2017-02-21,0.002019,0.00215,0.002054,0.002039,315191.08,653.9,0.002039,0.002039,0.0,0.0,0.0
2017-02-22,0.001939,0.002093,0.002039,0.00203,4702487.57,9180.33,0.002034125,0.002034326923076923,-2.019230769230787e-07,-1.1217948717948817e-07,-1.7948717948718107e-07
2017-02-23,0.001939,0.00207,0.00203,0.002009,30428.82,61.1,0.0020243187066974594,0.00202522720551996,-9.084988225006516e-07,-4.3853987050783375e-07,-9.399179039856356e-07
2017-02-24,0.002009,0.002009,0.002009,0.002009,0.0,0.0,0.002019483189655172,0.0020206907879786384,-1.2075983234663239e-06,-6.990610266590837e-07,-1.0170745936144803e-06
2017-02-25,0.00182,0.001941,0.001878,0.001893,432420.7,808.54,0.001985118159073829,0.001991078767573106,-5.960608499277174e-06,-2.264252445215155e-06,-7.3927121081240385e-06
2017-02-26,0.001785,0.00195,0.001893,0.001897,1308473.71,2474.89,0.001963700810539766,0.001972235540773545,-8.534730233778973e-06,-3.96390055773679e-06,-9.141659352084364e-06
2017-02-27,0.001796,0.00196,0.001897,0.001796,842522.75,1558.05,0.0019262789614081816,0.0019408929634277957,-1.461400201961411e-05,-6.6591571188847e-06,-1.590968980145882e-05
2017-02-28,0.001786,0.0019,0.001796,0.001844,863906.57,1566.98,0.001909108610336659,0.001925281106174166,-1.6172495837506965e-05,-8.945391311343886e-06,-1.4454209052326157e-05
2017-03-01,0.00155,0.0019,0.001844,0.001726,3869135.83,6685.29,0.0018728832098320436,0.001895743271433579,-2.2860061601535486e-05,-1.2159749179413424e-05,-2.1400624844244124e-05
2017-03-02,0.001693,0.001944,0.001726,0.001793,6535467.21,11759.54,0.0018577453726150335,0.0018815656999439392,-2.382032732890565e-05,-1.4772395580532313e-05,-1.8095863496746676e-05
2017-03-03,0.00175,0.001886,0.001793,0.001809,1756004.67,3186.95,0.0018488261447604318,0.0018721539056723636,-2.332776091193184e-05,-1.6644260630231923e-05,-1.3367000563399834e-05
2017-03-04,0.00176,0.001839,0.001809,0.00176,849114.36,1522.66,0.0018330331478257865,0.0018583740312174194,-2.5340883391632846e-05,-1.8511930477104816e-05,-1.365790582905606e-05
2017-03-05,0.001705,0.001794,0.00176,0.001735,2032051.18,3585.28,0.0018160108691346248,0.0018439207857137117,-2.790991657908694e-05,-2.050087085089819e-05,-1.4818091456377505e-05
2017-03-06,0.001735,0.00205,0.001735,0.00205,3340096.81,6259.77,0.0018558517472673374,0.0018670659339786754,-1.1214186711338073e-05,-1.8558089599960935e-05,1.4687805777245725e-05
2017-03-07,0.0017,0.002126,0.00205,0.00204,2027912.81,3912.97,0.00188669973210813,0.001885773163827941,9.265682801888001e-07,-1.4519046840603037e-05,3.089123024158368e-05
2017-03-08,0.001779,0.0021,0.00204,0.001812,4319569.17,8847.8,0.0018743550124031229,0.0018780558848594637,-3.7008724563408237e-06,-1.2292747199795882e-05,1.7183749486910117e-05
2017-03-09,0.0017,0.00201,0.001812,0.001787,4292601.29,7593.52,0.0018600817900183174,0.001868812917367098,-8.731127348780496e-06,-1.1564013607928882e-05,5.665772518296773e-06
2017-03-10,0.00151,0.001915,0.001787,0.001723,8040574.28,13664.21,0.0018378953628333666,0.0018544068582068494,-1.6511495373482772e-05,-1.2571662143313577e-05,-7.87966646033839e-06
