datetime,low,high,open,close,volumefrom,volumeto,close_12_ema,close_26_ema,macd,macds,macdh
2017-10-07 22:00:00,250.67,256.49,251.92,256.49,593.28,150814.39,256.49,256.49,0.0,0.0,0.0
2017-10-07 23:00:00,253.57,266.29,256.49,253.57,2437.06,633741.42,254.90833333333333,254.97384615384615,-0.06551282051282215,-0.036396011396012305,-0.05823361823361968
2017-10-08 00:00:00,253.57,256.86,253.57,255.0,336.28,85782.83,254.9441108545035,254.98324297683587,-0.03913212233237573,-0.037517368337144856,-0.003229507990461747
2017-10-08 01:00:00,253.13,255.71,255.0,255.14,305.94,77774.0,255.0059454022989,255.02706539029654,-0.02111998799765047,-0.031962700200459764,0.02168542440561859
2017-10-08 02:00:00,253.0,255.14,255.14,253.86,123.88,31411.02,254.6945961320764,254.75641811261013,-0.0618219805337219,-0.04084516103258201,-0.041953639002279774
2017-10-08 03:00:00,253.79,257.0,253.86,256.41,146.68,37478.28,255.11152951904396,255.0876173761583,0.023912142885649246,-0.02329233123429312,0.09440894823988473
2017-10-08 04:00:00,254.11,256.41,256.41,254.17,86.02,21963.18,254.90143050102972,254.92442388261094,-0.022993381581216,-0.023216675052350325,0.0004465869422686508
2017-10-08 05:00:00,254.17,256.47,254.17,255.56,224.1,57358.7,255.0388638048632,255.0268309436344,0.012032861228817637,-0.014745548616308975,0.05355681969025322
2017-10-08 06:00:00,254.17,256.39,255.56,256.0,164.89,42063.77,255.22901075395694,255.17107596170678,0.0579347922501654,0.002043970692876963,0.11178164311457688
2017-10-08 07:00:00,255.09,257.07,256.0,255.1,303.45,77722.77,255.20456326622138,255.16126817075138,0.04329509547000043,0.011286617267459631,0.06401695640508161
2017-10-08 08:00:00,253.77,255.75,255.1,253.78,221.88,56495.67,254.9439025371493,254.98211725141854,-0.0382147142692304,0.0004560087746759083,-0.07734144608781261
2017-10-08 09:00:00,253.64,255.17,253.78,253.99,369.54,93927.64,254.77430179757226,254.86022001487405,-0.0859182173017814,-0.01809355259137273,-0.13564932942081734
2017-10-08 10:00:00,253.99,255.88,253.99,255.2,219.23,55960.71,254.84821917756835,254.90002517884423,-0.05180600127587809,-0.02522827800599194,-0.0531554465397723
2017-10-08 11:00:00,254.36,257.72,255.2,254.36,1325.11,339156.27,254.76509103959197,254.83937392454646,-0.0742828849544992,-0.03549053838003437,-0.07758469314892966
2017-10-08 12:00:00,253.65,256.5,254.36,254.0,431.38,109818.84,254.6369251925588,254.74857422673543,-0.11164903417662231,-0.05127769886819345,-0.12074267061685771
