datetime,low,high,open,close,volumefrom,volumeto
2017-10-07 22:00:00,306.11,310.63,306.11,310.63,12.78,3952.8
2017-10-07 23:00:00,310.63,312.05,310.63,311.36,28.31,8827.92
2017-10-08 00:00:00,310.36,315.0,311.36,311.0,35.73,11161.62
2017-10-08 01:00:00,311.0,314.0,311.0,314.0,13.11,4097.98
2017-10-08 02:00:00,313.27,317.0,314.0,317.0,55.09,17412.34
2017-10-08 03:00:00,313.27,317.0,317.0,315.0,7.94,2490.85
2017-10-08 04:00:00,313.3,315.0,315.0,313.3,1.92,601.69
2017-10-08 05:00:00,313.3,313.8,313.3,313.8,3.55,1114.02
2017-10-08 06:00:00,313.3,316.0,313.8,316.0,26.82,8449.08
2017-10-08 07:00:00,313.3,316.0,316.0,315.56,9.35,2946.68
2017-10-08 08:00:00,313.3,315.56,315.56,313.3,4.56,1432.2
2017-10-08 09:00:00,313.27,315.0,313.3,315.0,9.83,3082.45
2017-10-08 10:00:00,311.26,315.0,315.0,315.0,21.6,6727.61
2017-10-08 11:00:00,314.99,315.0,315.0,315.0,1.64,515.02
2017-10-08 12:00:00,310.0,315.0,315.0,311.0,28.14,8769.98
2017-10-08 13:00:00,310.9,315.0,311.0,315.0,8.7,2730.44
2017-10-08 14:00:00,312.2,315.0,315.0,313.0,11.67,3649.16
2017-10-08 15:00:00,312.2,313.0,313.0,312.2,20.37,6366.76
2017-10-08 16:00:00,309.69,313.0,312.2,311.7,83.86,26071.6
2017-10-08 17:00:00,308.16,311.7,311.7,309.0,33.64,10421.43
2017-10-08 18:00:00,308.0,311.7,309.0,308.89,165.23,50923.77
2017-10-08 19:00:00,308.17,310.0,308.89,309.0,3.88,1198.87
2017-10-08 20:00:00,305.2,310.0,309.0,305.72,11.05,3408.26
2017-10-08 21:00:00,305.23,307.0,305.72,306.0,21.95,6715.78
2017-10-08 22:00:00,300.56,306.02,306.0,300.56,128.35,39096.18
2017-10-08 23:00:00,300.56,305.5,300.56,302.4,22.19,6685.81
2017-10-09 00:00:00,289.0,302.4,302.4,290.0,130.66,38668.49
2017-10-09 01:00:00,289.0,298.21,290.0,294.88,88.14,25970.88
2017-10-09 02:00:00,293.0,295.73,294.88,295.73,5.42,1594.97
2017-10-09 03:00:00,295.73,302.46,295.73,302.46,22.85,6852.7
2017-10-09 04:00:00,298.0,302.99,302.46,298.05,23.86,7190.77
2017-10-09 05:00:00,296.0,298.05,298.05,297.2,33.4,9929.5
2017-10-09 06:00:00,297.2,299.0,297.2,298.0,9.29,2771.91
2017-10-09 07:00:00,298.0,299.0,298.0,298.0,6.18,1842.47
2017-10-09 08:00:00,298.0,300.0,298.0,298.0,25.02,7463.5
2017-10-09 09:00:00,297.5,299.6,298.0,299.0,11.46,3414.13
2017-10-09 10:00:00,298.0,299.6,299.0,298.0,15.33,4576.07
2017-10-09 11:00:00,297.12,298.5,298.0,297.12,26.77,7976.09
2017-10-09 12:00:00,297.0,298.72,297.12,297.0,9.21,2737.73
2017-10-09 13:00:00,297.0,297.78,297.0,297.0,8.65,2570.59
2017-10-09 14:00:00,295.03,298.5,297.0,295.03,22.36,6649.61
2017-10-09 15:00:00,291.2,295.03,295.03,291.8,13.05,3816.59
2017-10-09 16:00:00,290.99,291.8,291.8,291.0,38.99,11365.99
2017-10-09 17:00:00,286.0,292.01,291.0,288.1,105.4,30488.33
2017-10-09 18:00:00,276.8,288.1,288.1,282.77,187.42,52850.8
2017-10-09 19:00:00,269.0,285.48,282.77,275.0,688.09,187207.6
2017-10-09 20:00:00,275.0,285.11,275.0,285.11,148.2,41593.2
2017-10-09 21:00:00,285.0,287.0,285.11,285.0,419.6,120005.07
2017-10-09 22:00:00,281.12,287.0,285.0,284.0,14.09,3991.8
2017-10-09 23:00:00,280.18,284.0,284.0,280.45,13.76,3878.24
2017-10-10 00:00:00,280.45,283.72,280.45,283.72,30.6,8663.63
2017-10-10 01:00:00,280.58,284.75,283.72,284.34,35.31,10024.02
2017-10-10 02:00:00,279.0,290.0,284.34,290.0,247.6,71517.06
2017-10-10 03:00:00,286.15,293.0,290.0,286.71,124.72,36114.66
2017-10-10 04:00:00,285.94,292.1,286.71,287.69,52.04,15007.99
2017-10-10 05:00:00,287.37,292.27,287.69,290.0,16.78,4882.23
2017-10-10 06:00:00,283.06,290.0,290.0,283.06,9.66,2774.67
2017-10-10 07:00:00,283.06,285.4,283.06,283.85,10.78,3074.26
2017-10-10 08:00:00,281.9,283.85,283.85,283.85,22.05,6226.36
2017-10-10 09:00:00,283.64,286.4,283.85,286.4,2.19,622.87
2017-10-10 10:00:00,284.95,287.0,286.4,286.4,10.08,2877.94
2017-10-10 11:00:00,285.0,288.0,286.4,285.0,9.39,2696.55
2017-10-10 12:00:00,283.05,287.77,285.0,283.79,17.27,4946.68
2017-10-10 13:00:00,283.79,285.0,283.79,285.0,4.01,1143.02
2017-10-10 14:00:00,285.0,288.0,285.0,285.0,13.97,3984.59
2017-10-10 15:00:00,284.04,285.0,285.0,285.0,5.92,1686.4
2017-10-10 16:00:00,285.0,289.89,285.0,289.89,14.3,4126.46
2017-10-10 17:00:00,288.0,292.0,289.89,288.38,74.28,21647.53
2017-10-10 18:00:00,288.38,290.5,288.38,290.49,10.62,3081.01
2017-10-10 19:00:00,288.38,292.44,290.49,290.53,37.03,10759.57
2017-10-10 20:00:00,288.8,295.0,290.53,293.9,4.85,1409.58
2017-10-10 21:00:00,293.28,295.76,293.9,295.76,18.15,5354.66
2017-10-10 22:00:00,289.99,295.81,295.76,292.89,43.38,12744.99
2017-10-10 23:00:00,288.0,293.8,292.89,288.51,129.43,37901.73
2017-10-11 00:00:00,288.51,292.99,288.51,289.93,4.89,1422.71
2017-10-11 01:00:00,287.0,292.96,289.93,287.0,18.5,5344.69
2017-10-11 02:00:00,287.0,291.45,287.0,288.57,17.25,4966.99
2017-10-11 03:00:00,288.0,290.99,288.57,288.5,47.57,13731.61
2017-10-11 04:00:00,287.38,292.43,288.5,292.43,2.45,707.26
2017-10-11 05:00:00,290.0,293.0,292.43,291.68,11.37,3327.18
2017-10-11 06:00:00,291.68,293.45,291.68,293.45,7.9,2317.86
2017-10-11 07:00:00,290.38,293.78,293.45,291.62,27.31,7952.04
2017-10-11 08:00:00,291.62,295.22,291.62,294.9,25.71,7531.24
2017-10-11 09:00:00,291.7,294.9,294.9,291.71,37.24,10864.86
2017-10-11 10:00:00,291.37,294.5,291.71,291.37,57.18,16701.72
2017-10-11 11:00:00,290.5,293.32,291.37,290.5,0.664,193.55
2017-10-11 12:00:00,290.38,291.94,290.5,290.58,11.89,3463.74
2017-10-11 13:00:00,290.38,290.58,290.58,290.58,65.33,18974.43
2017-10-11 14:00:00,290.58,293.56,290.58,293.06,1.99,582.22
2017-10-11 15:00:00,291.16,293.56,293.06,293.56,8.81,2579.64
2017-10-11 16:00:00,293.56,296.5,293.56,296.5,49.72,14694.59
2017-10-11 17:00:00,293.0,297.06,296.5,297.06,8.75,2589.81
2017-10-11 18:00:00,295.81,299.5,297.06,299.5,15.4,4601.97
2017-10-11 19:00:00,299.5,300.89,299.5,300.0,47.34,14208.66
2017-10-11 20:00:00,297.94,300.0,300.0,298.7,4.02,1201.74
2017-10-11 21:00:00,298.28,300.99,298.7,298.31,75.61,22712.34
2017-10-11 22:00:00,298.28,300.99,298.31,298.28,4.36,1301.61
2017-10-11 23:00:00,298.28,300.99,298.28,298.45,29.73,8892.55
2017-10-12 00:00:00,297.67,299.0,298.45,299.0,27.55,8212.96
2017-10-12 01:00:00,294.41,300.94,299.0,295.0,131.33,39300.95
2017-10-12 02:00:00,294.11,297.79,295.0,297.79,0.7305,216.73
2017-10-12 03:00:00,294.96,297.79,297.79,294.96,8.68,2568.35
2017-10-12 04:00:00,294.96,298.06,294.96,295.1,28.09,8289.94
2017-10-12 05:00:00,293.05,296.15,295.1,296.0,11.7,3430.55
2017-10-12 06:00:00,293.1,296.0,296.0,296.0,7.54,2223.93
2017-10-12 07:00:00,294.5,298.42,296.0,294.5,35.29,10435.39
2017-10-12 08:00:00,288.55,296.0,294.5,291.21,197.7,57403.99
2017-10-12 09:00:00,291.21,296.69,291.21,292.08,45.67,13434.5
2017-10-12 10:00:00,292.08,297.0,292.08,297.0,4.06,1191.93
2017-10-12 11:00:00,291.0,297.0,297.0,291.85,113.68,33282.48
2017-10-12 12:00:00,291.0,294.41,291.85,293.4,14.67,4270.41
2017-10-12 13:00:00,293.4,298.0,293.4,296.96,23.51,6973.01
2017-10-12 14:00:00,294.56,296.96,296.96,294.56,3.76,1108.65
2017-10-12 15:00:00,294.56,296.96,294.56,296.96,18.89,5605.97
2017-10-12 16:00:00,291.62,296.96,296.96,295.0,71.02,20932.31
2017-10-12 17:00:00,290.57,295.44,295.0,293.58,148.34,43617.27
2017-10-12 18:00:00,292.68,295.52,293.58,292.68,10.44,3075.8
2017-10-12 19:00:00,290.83,293.0,292.68,292.68,25.14,7335.8
2017-10-12 20:00:00,291.61,294.0,292.68,293.74,13.12,3856.06
2017-10-12 21:00:00,291.58,294.92,293.74,291.58,21.4,6278.63
2017-10-12 22:00:00,291.58,295.69,291.58,295.69,9.31,2739.06
2017-10-12 23:00:00,292.0,295.69,295.69,292.0,0.5401,158.02
2017-10-13 00:00:00,288.55,292.0,292.0,288.55,355.42,102610.51
2017-10-13 01:00:00,286.0,291.51,288.55,290.0,146.41,42269.77
2017-10-13 02:00:00,286.0,297.0,290.0,294.47,98.81,28974.1
2017-10-13 03:00:00,290.0,296.38,294.47,290.89,315.91,92611.38
2017-10-13 04:00:00,290.0,295.38,290.89,291.68,81.63,23969.26
2017-10-13 05:00:00,289.0,295.0,291.68,295.0,138.98,40444.89
2017-10-13 06:00:00,295.0,308.0,295.0,305.7,363.06,109668.46
2017-10-13 07:00:00,300.0,310.0,305.7,301.0,285.77,86941.86
2017-10-13 08:00:00,297.51,302.49,301.0,299.36,66.7,20003.42
2017-10-13 09:00:00,299.36,304.95,299.36,304.0,44.79,13607.55
2017-10-13 10:00:00,298.14,304.0,304.0,298.14,45.58,13715.92
2017-10-13 11:00:00,297.5,301.97,298.14,301.97,44.77,13438.87
2017-10-13 12:00:00,300.0,308.74,301.97,308.74,97.26,29657.46
2017-10-13 13:00:00,306.75,309.0,308.74,307.0,188.63,58001.23
2017-10-13 14:00:00,304.1,309.0,307.0,304.1,242.98,74668.9
2017-10-13 15:00:00,304.1,307.0,304.1,306.0,17.13,5227.21
2017-10-13 16:00:00,305.0,309.0,306.0,308.45,58.92,18110.63
2017-10-13 17:00:00,305.0,310.0,308.45,308.45,279.68,86125.63
2017-10-13 18:00:00,305.0,308.45,308.45,305.0,65.98,20201.96
2017-10-13 19:00:00,303.0,308.0,305.0,303.6,64.25,19525.35
2017-10-13 20:00:00,303.0,305.81,303.6,303.03,17.06,5202.81
2017-10-13 21:00:00,303.03,306.81,303.03,306.81,1.41,432.02
2017-10-13 22:00:00,304.71,310.0,306.81,306.03,58.66,18094.52
2017-10-13 23:00:00,305.0,310.4,306.03,309.7,18.93,5870.93
2017-10-14 00:00:00,309.7,318.0,309.7,317.8,217.95,68558.32
2017-10-14 01:00:00,313.54,317.9,317.8,315.72,77.94,24762.87
