datetime,low,high,open,close,volumefrom,volumeto,close_12_ema,close_26_ema,macd,macds,macdh
2017-10-07 22:00:00,251.29,255.4,252.79,255.4,153.33,38950.01,255.4,255.4,0.0,0.0,0.0
2017-10-07 23:00:00,253.29,257.8,255.4,254.96,468.66,120031.83,255.16166666666666,255.17153846153846,-0.009871794871799011,-0.005484330484332784,-0.008774928774932455
2017-10-08 00:00:00,253.29,255.38,254.96,255.37,145.4,37097.43,255.2429792147806,255.2428437654017,0.00013544937891651898,-0.0031811420157879873,0.006633182789409013
2017-10-08 01:00:00,253.69,255.38,255.37,254.0,471.19,120190.52,254.85061925287357,254.8953989603454,-0.04477970747183235,-0.01727279698057266,-0.05501382098251938
2017-10-08 02:00:00,252.85,255.27,254.0,253.78,36.41,9227.5,254.55973582823603,254.63673334086798,-0.07699751263194798,-0.035039549613656705,-0.08391592603658256
2017-10-08 03:00:00,253.5,255.79,253.78,255.79,48.18,12292.0,254.85875474593226,254.86772345456725,-0.008968708634995437,-0.027972902197721545,0.038008387125452216
2017-10-08 04:00:00,253.5,255.97,255.79,253.53,6.53,1660.62,254.56224777333557,254.62981627274704,-0.0675684994114647,-0.03799349153810697,-0.059150015746715454
2017-10-08 05:00:00,253.53,256.0,253.53,255.99,90.49,23110.75,254.8601976569438,254.84897557428297,0.011222082660822252,-0.026166063559026335,0.07477629243969718
2017-10-08 06:00:00,253.53,256.23,255.99,256.05,39.29,10030.2,255.0955829090043,255.02699376018782,0.06858914881647138,-0.004277139417253727,0.14573257646745022
2017-10-08 07:00:00,254.1,256.27,256.05,254.1,48.02,12271.69,254.90692033467568,254.89907764342286,0.007842691252818668,-0.0015615937919526489,0.018808570089542634
2017-10-08 08:00:00,254.06,255.9,254.1,254.06,10.18,2587.89,254.75195433412165,254.79024900725074,-0.03829467312908719,-0.009598581660450495,-0.057392182937273384
2017-10-08 09:00:00,253.7,255.62,254.06,253.7,39.37,10028.57,254.5649203069332,254.65629473829793,-0.09137443136472712,-0.027160604630213542,-0.12842765346902715
2017-10-08 10:00:00,253.7,255.89,253.7,254.21,239.2,61022.17,254.5032926584106,254.6040113902061,-0.10071873179549584,-0.04272805997139567,-0.11598134364820034
2017-10-08 11:00:00,254.21,257.51,254.21,256.0,349.63,89731.69,254.75813413149982,254.7607975244205,-0.0026633929206809626,-0.03434650173150717,0.06336621762165241
2017-10-08 12:00:00,253.91,256.85,256.0,253.99,202.04,51609.49,254.62945851447617,254.6774161132947,-0.04795759881852746,-0.03716799356751493,-0.021579210502025062
2017-10-08 13:00:00,252.5,254.8,253.99,252.5,221.01,56031.57,254.27754870512643,254.44964050079767,-0.17209179567123556,-0.06493430620865977,-0.21431497892515158
2017-10-08 14:00:00,250.23,254.01,252.5,250.31,289.01,72883.87,253.62927789120354,254.02943083902775,-0.4001529478242105,-0.1335225034289873,-0.5332608887904464
2017-10-08 15:00:00,249.76,252.42,250.31,250.3,370.21,92723.23,253.0904405919402,253.6609696473089,-0.570529055368695,-0.22252717952126244,-0.6960037516948652
2017-10-08 16:00:00,247.41,252.1,250.3,248.0,324.5,81159.97,252.27310274968525,253.11517025968988,-0.8420675100046253,-0.3482470600405258,-0.987640899928199
2017-10-08 17:00:00,246.0,249.08,248.0,248.0,217.74,53770.93,251.59157724626166,252.6327708250085,-1.041193578746828,-0.4884528262106605,-1.1054815050723352
2017-10-08 18:00:00,247.0,249.24,248.0,247.0,286.25,71064.52,250.8633689412791,252.1120928740749,-1.248723932795798,-0.64192255594139,-1.2136027537088159
2017-10-08 19:00:00,244.33,249.24,247.0,245.2,369.54,91021.37,249.9694247603535,251.48467920635323,-1.5152544459997443,-0.8178873247757316,-1.3947342424480256
2017-10-08 20:00:00,244.33,246.0,245.2,244.5,191.86,47027.45,249.10953407612243,250.8610885397799,-1.7515544636574703,-1.005729577499994,-1.4916497723149527
2017-10-08 21:00:00,244.0,246.94,244.5,245.3,60.13,14761.01,248.51262023514195,250.372032193664,-1.8594119585220596,-1.1772761595336538,-1.3642715979768116
2017-10-08 22:00:00,240.5,245.33,245.3,240.69,155.71,37779.3,247.29037331043298,249.53221649491928,-2.2418431844862994,-1.3909969789516317,-1.7016924110693354
2017-10-08 23:00:00,240.5,243.33,240.69,241.18,142.74,34520.63,246.33794169728748,248.81680950466938,-2.478867807381903,-1.609230715635155,-1.7392741834934955
2017-10-09 00:00:00,240.57,243.33,241.18,242.01,99.29,24041.85,245.66470333521733,248.240448606105,-2.5757452708876656,-1.8030021372350078,-1.5454862673053156
2017-10-09 01:00:00,241.2,243.2,242.01,241.4,194.93,47211.71,245.00243463564854,247.66731461612642,-2.6648799804778776,-1.9757117749080282,-1.3783364111396987
2017-10-09 02:00:00,240.39,242.0,241.4,241.61,368.18,88821.03,244.4763810398692,247.16467789191648,-2.688296852047273,-2.1184496665248216,-1.1396943710449028
2017-10-09 03:00:00,238.92,241.61,241.61,240.0,319.4,76565.46,243.78308965189072,246.5754001621151,-2.7923105102243824,-2.253388881922344,-1.0778432566040763
2017-10-09 04:00:00,236.0,240.97,240.0,238.23,629.45,149025.15,242.92392638736635,245.89457558490523,-2.970649197538876,-2.3969831539246296,-1.1473320872284924
2017-10-09 05:00:00,236.61,239.99,238.23,238.52,162.63,38785.27,242.24315300642027,245.2974342588841,-3.0542812524638236,-2.5285470092575815,-1.0514684864124844
2017-10-09 06:00:00,236.5,240.14,238.52,238.4,157.58,37472.85,241.64950340740094,244.74275516187902,-3.093251754478075,-2.6415595885336565,-0.9033843318888373
2017-10-09 07:00:00,238.4,241.62,238.4,240.0,128.84,31015.34,241.39486428683398,244.36375584347226,-2.968891556638283,-2.7070591944004585,-0.5236647244756494
2017-10-09 08:00:00,237.61,241.58,240.0,238.7,97.11,23225.69,240.97906860522787,243.9137847869495,-2.934716181721626,-2.752609069089009,-0.3642142252652345
2017-10-09 09:00:00,236.31,240.0,238.7,240.0,75.88,18029.15,240.8280735705483,243.60450637301503,-2.7764328024667293,-2.757375362515202,-0.03811487990305462
2017-10-09 10:00:00,238.09,241.2,240.0,239.37,112.8,27075.4,240.60328962644843,243.27153144356342,-2.668241817114989,-2.739544024155052,0.14260441408012614
2017-10-09 11:00:00,236.31,239.39,239.37,237.12,199.64,47531.36,240.06645938258575,242.79000929200657,-2.723549909420825,-2.7363445367006602,0.025589254559670316
2017-10-09 12:00:00,236.11,239.14,237.12,237.58,229.92,54696.7,239.68335984005628,242.3838932661075,-2.7005334260512086,-2.7291811243447386,0.057295396587059955
2017-10-09 13:00:00,236.3,239.24,237.58,239.24,93.08,22160.74,239.61506505614668,242.13977530588863,-2.5247102497419576,-2.6882815129333317,0.3271425263827483
2017-10-09 14:00:00,236.0,239.7,239.24,236.52,251.92,59583.77,239.13839579605414,241.70496343486613,-2.566567638811989,-2.6639361492659472,0.19473702090791623
2017-10-09 15:00:00,233.0,237.0,236.52,234.8,352.05,82535.04,238.47035094298147,241.17247029621691,-2.702119353235446,-2.6715734397686695,-0.06109182693355297
2017-10-09 16:00:00,231.9,235.56,234.8,232.62,209.38,48788.69,237.56961316656427,240.51492678649515,-2.945313619930886,-2.7263252020129625,-0.4379768358358467
2017-10-09 17:00:00,231.13,233.2,232.62,231.13,72.31,16798.26,236.57826665879,239.79540256270522,-3.2171359039152208,-2.8244926871396845,-0.7852864335510725
2017-10-09 18:00:00,226.91,232.7,231.13,228.06,412.26,94550.87,235.2670514168905,238.89799975679733,-3.630948339906837,-2.9857908432186613,-1.2903149933763514
2017-10-09 19:00:00,223.71,230.21,228.06,227.27,738.03,167309.33,234.03616972410896,238.0109350941836,-3.9747653700746355,-3.1835926409765616,-1.5823454581961478
2017-10-09 20:00:00,227.27,232.59,227.27,230.45,530.12,122477.92,233.48423651941283,237.43540797085646,-3.951171451443628,-3.3371126825841384,-1.2281175377189788
2017-10-09 21:00:00,229.0,232.72,230.45,231.5,93.39,21583.39,233.1788688104934,236.98453533301827,-3.8056665225248594,-3.4308255404388475,-0.7496819641720238
2017-10-09 22:00:00,228.0,232.0,231.5,229.49,152.84,35139.8,232.61119236411557,236.41629985073124,-3.805107486615668,-3.505683265180649,-0.5988484428700387
2017-10-09 23:00:00,228.02,230.78,229.49,228.04,50.74,11654.7,231.90776616197303,235.78231587793726,-3.8745497159642355,-3.579457608279975,-0.5901842153685211
2017-10-10 00:00:00,227.6,230.0,228.04,228.21,104.42,23821.78,231.33876555154657,235.21010711492576,-3.8713415633791897,-3.637835065852551,-0.46701299505327754
