datetime,low,high,open,close,volumefrom,volumeto
2017-12-20 01:00:00,6300.0,9500.0,9000.0,9500.0,24.28,202495.4
2017-12-20 02:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 03:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 04:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 05:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 06:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 07:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 08:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 09:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 10:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 11:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 12:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 13:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 14:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 15:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 16:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 17:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 18:00:00,9500.0,9500.0,9500.0,9500.0,0.0,0.0
2017-12-20 19:00:00,3300.03,9500.0,9500.0,3440.15,23986.61,90261690.3
2017-12-20 20:00:00,3161.69,3600.0,3440.15,3552.13,10969.78,37278563.87
2017-12-20 21:00:00,3552.01,4200.0,3552.13,4050.0,15698.61,59542504.3
2017-12-20 22:00:00,3715.48,4489.0,4050.0,3825.93,21908.85,88910102.04
2017-12-20 23:00:00,3607.49,3849.93,3825.93,3746.84,7024.71,26157048.37
2017-12-21 00:00:00,3512.57,3749.96,3746.84,3570.13,4993.82,18087903.68
2017-12-21 01:00:00,3405.0,3650.0,3570.13,3644.99,4068.95,14336950.42
2017-12-21 02:00:00,3493.9,3661.94,3644.99,3493.95,3115.51,11134492.49
2017-12-21 03:00:00,3450.0,3585.84,3493.95,3450.02,2768.19,9713213.93
2017-12-21 04:00:00,3401.0,3486.59,3450.02,3411.0,2855.9,9812150.25
2017-12-21 05:00:00,3406.01,3558.96,3411.0,3470.0,2109.92,7354543.34
2017-12-21 06:00:00,3402.0,3476.07,3470.0,3437.38,1182.88,4057601.36
2017-12-21 07:00:00,3306.0,3437.38,3437.38,3326.3,1734.56,5847451.04
2017-12-21 08:00:00,3254.0,3495.98,3326.3,3427.23,1779.72,6008550.55
2017-12-21 09:00:00,3409.42,3497.37,3427.23,3444.86,340.42,1175426.17
2017-12-21 10:00:00,3430.0,3650.0,3444.86,3586.0,1221.79,4350697.33
2017-12-21 11:00:00,3523.0,3600.0,3586.0,3530.0,493.36,1758858.43
2017-12-21 12:00:00,3480.09,3554.94,3530.0,3554.94,503.24,1765305.59
2017-12-21 13:00:00,3366.0,3554.94,3554.94,3383.09,934.16,3216124.38
2017-12-21 14:00:00,3255.0,3444.86,3383.09,3255.0,1678.9,5589932.53
2017-12-21 15:00:00,2910.0,3293.59,3255.0,2952.04,7141.89,22176452.85
2017-12-21 16:00:00,2950.0,3190.0,2952.04,3135.03,4470.68,13772247.1
2017-12-21 17:00:00,2910.0,3141.63,3135.03,3032.37,2957.92,8914103.09
2017-12-21 18:00:00,2987.58,3185.0,3032.37,3160.97,6483.31,20225014.27
2017-12-21 19:00:00,3051.0,3195.97,3160.97,3142.32,4845.51,15136335.51
2017-12-21 20:00:00,3077.51,3184.49,3142.32,3097.97,3527.73,11044342.69
2017-12-21 21:00:00,3046.01,3257.0,3097.97,3218.58,4924.14,15451079.27
2017-12-21 22:00:00,3151.0,3360.0,3218.58,3188.23,5179.99,16913297.34
2017-12-21 23:00:00,3133.3,3252.65,3188.23,3162.53,3093.94,9913292.42
2017-12-22 00:00:00,3060.0,3231.44,3162.53,3099.31,1644.75,5174388.64
2017-12-22 01:00:00,2683.5,3135.0,3099.31,2797.82,6227.72,17981072.66
2017-12-22 02:00:00,2500.0,2892.03,2797.82,2600.0,5228.4,14486996.33
2017-12-22 03:00:00,2121.45,2699.01,2600.0,2493.69,11630.48,28423727.47
2017-12-22 04:00:00,2433.89,2899.0,2493.69,2736.0,9095.0,24715643.5
2017-12-22 05:00:00,2601.0,2879.99,2736.0,2604.75,3445.65,9492888.1
2017-12-22 06:00:00,2425.93,2720.26,2604.75,2442.76,3452.52,8886833.15
2017-12-22 07:00:00,2140.01,2600.0,2442.76,2413.46,4350.59,10204525.29
2017-12-22 08:00:00,2260.66,2459.38,2413.46,2423.93,3010.36,7105853.91
2017-12-22 09:00:00,2410.87,2630.0,2423.93,2536.76,2314.24,5859589.52
2017-12-22 10:00:00,2501.0,2639.99,2536.76,2515.83,1315.43,3367456.06
2017-12-22 11:00:00,2396.07,2515.83,2515.83,2450.18,1145.54,2800643.88
2017-12-22 12:00:00,2335.0,2477.91,2450.18,2346.46,1023.41,2477601.57
2017-12-22 13:00:00,2029.0,2373.73,2346.46,2029.12,4184.7,8993047.62
2017-12-22 14:00:00,1550.0,2073.76,2029.12,2009.95,9100.52,17226167.51
2017-12-22 15:00:00,1963.16,2600.0,2009.95,2360.0,8630.22,19813424.91
2017-12-22 16:00:00,2133.0,2450.0,2360.0,2359.01,5370.52,12320034.25
2017-12-22 17:00:00,2334.03,2597.0,2359.01,2501.0,2016.39,5054546.36
2017-12-22 18:00:00,2360.0,2724.0,2501.0,2700.0,3246.69,8164201.55
2017-12-22 19:00:00,2552.73,2790.0,2700.0,2666.04,4181.13,11162999.71
2017-12-22 20:00:00,2650.0,2933.0,2666.04,2928.01,3863.21,10828106.3
2017-12-22 21:00:00,2800.01,2950.0,2928.01,2894.99,3607.5,10405219.27
2017-12-22 22:00:00,2850.0,3096.99,2894.99,3070.0,3144.09,9280610.59
2017-12-22 23:00:00,2650.01,3070.0,3070.0,2719.99,3708.42,10424071.05
2017-12-23 00:00:00,2653.0,2824.97,2719.99,2709.97,2245.32,6108410.55
2017-12-23 01:00:00,2652.03,2729.0,2709.97,2683.0,1702.69,4593987.78
2017-12-23 02:00:00,2668.22,2729.0,2683.0,2726.97,1465.52,3976352.82
2017-12-23 03:00:00,2705.0,2899.98,2726.97,2879.98,2510.03,7095433.16
2017-12-23 04:00:00,2800.24,2899.95,2879.98,2815.11,1919.05,5447233.24
2017-12-23 05:00:00,2650.0,2839.54,2815.11,2675.63,1822.98,4943294.66
2017-12-23 06:00:00,2555.0,2723.01,2675.63,2682.97,1304.22,3437592.93
2017-12-23 07:00:00,2681.94,2855.0,2682.97,2796.35,1752.27,4896438.42
2017-12-23 08:00:00,2795.02,2967.5,2796.35,2893.41,1310.58,3781801.33
2017-12-23 09:00:00,2783.5,2893.93,2893.41,2872.66,683.2,1941581.01
2017-12-23 10:00:00,2830.99,2920.0,2872.66,2911.16,552.8,1590377.84
2017-12-23 11:00:00,2904.31,2980.0,2911.16,2980.0,907.05,2670488.36
2017-12-23 12:00:00,2930.01,3020.0,2980.0,3014.87,1541.54,4612003.07
2017-12-23 13:00:00,3014.87,3275.98,3014.87,3275.98,3384.22,10690728.43
2017-12-23 14:00:00,3200.02,3398.88,3275.98,3371.0,3536.75,11739750.67
2017-12-23 15:00:00,3150.0,3499.77,3371.0,3288.0,12405.53,40990138.12
2017-12-23 16:00:00,3172.21,3490.0,3288.0,3425.78,14744.05,49053784.56
2017-12-23 17:00:00,3240.0,3459.49,3425.78,3333.01,3336.54,11053821.62
2017-12-23 18:00:00,3227.99,3333.01,3333.01,3257.4,1191.5,3910682.81
2017-12-23 19:00:00,3230.22,3300.0,3257.4,3298.87,1278.29,4184605.97
2017-12-23 20:00:00,3289.36,3398.0,3298.87,3299.99,2079.61,6927081.49
2017-12-23 21:00:00,3299.98,3344.9,3299.99,3314.89,986.0,3280049.95
2017-12-23 22:00:00,3214.23,3348.77,3314.89,3252.01,1371.5,4518522.29
2017-12-23 23:00:00,3054.22,3279.85,3252.01,3160.0,2244.21,7064063.14
2017-12-24 00:00:00,3000.0,3164.99,3160.0,3059.0,2304.1,7079198.99
2017-12-24 01:00:00,3000.0,3149.99,3059.0,3024.01,1311.8,4024801.42
2017-12-24 02:00:00,2669.0,3024.01,3024.01,2670.68,3183.6,9017869.0
2017-12-24 03:00:00,2669.57,3120.0,2670.68,2991.01,4151.5,12138301.63
2017-12-24 04:00:00,2830.07,2991.01,2991.01,2881.04,1861.43,5398562.43
2017-12-24 05:00:00,2881.01,2963.0,2881.04,2953.0,1041.21,3037293.71
2017-12-24 06:00:00,2943.0,3089.0,2953.0,3070.0,1236.48,3725794.8
2017-12-24 07:00:00,2955.22,3149.97,3070.0,2983.81,793.29,2424151.41
2017-12-24 08:00:00,2960.67,3062.02,2983.81,3045.0,272.11,822710.4
2017-12-24 09:00:00,2886.0,3065.0,3045.0,2887.98,392.6,1172750.53
2017-12-24 10:00:00,2808.81,2942.96,2887.98,2871.05,647.72,1854510.13
2017-12-24 11:00:00,2711.0,2878.01,2871.05,2871.5,1153.96,3203483.29
2017-12-24 12:00:00,2700.0,2871.5,2871.5,2803.08,1127.97,3117142.33
2017-12-24 13:00:00,2752.01,2952.0,2803.08,2861.68,1106.03,3186234.4
2017-12-24 14:00:00,2850.0,2944.85,2861.68,2936.58,1162.51,3376492.93
